g_agg,1e-07,1.4497406703726317e-07,2.1017480113324872e-07,3.0469895709035115e-07,4.4173447031400733e-07,6.404004271197283e-07,9.284145445194745e-07,1.3459603241553642e-06,1.9512934226359624e-06,2.8288694346259667e-06,4.101127070551305e-06,5.945570708544394e-06,8.619535664753033e-06,1.2496091412919867e-05,1.8116091942004134e-05,2.6263635276533353e-05,3.807546021222368e-05,5.519954321281573e-05,8.002502278161052e-05,0.00011601553017399714,0.00016819243248808688,0.0002438354098268829,0.00035349811050301055,0.0005124805876960931,0.000742963950759495,0.001077105056036769,0.0015615230060004965,0.0022638034095214467,0.0032819278725114706,0.004757944314009414,0.0068977853793876585,0.01
0_1000GeV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,94,142,172,199,199,198,196,183,198
